object_id,image_file,source,source_url,license
FRA003,重脆\FRA003\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_Red_Wine_(28216529995).jpg,CC BY 2.0
FRA003,重脆\FRA003\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_Red_Wine_with_a_bottle_of_Red_Wine_-_Evan_Swigart.jpg,CC BY 2.0
FRA003,重脆\FRA003\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_bright_ruby_red_wine.jpg,CC BY-SA 2.0
FRA003,重脆\FRA003\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_red_wine.jpg,Public domain
FRA003,重脆\FRA003\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_red_wine_at_Clarion_Hotel_Helsinki_Christmas_buffet_2024.jpg,CC BY-SA 4.0
FRA003,重脆\FRA003\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_red_wine_in_front_of_Microsoft_Teams_meeting.jpg,CC BY-SA 4.0
FRA003,重脆\FRA003\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_of_red_wine_on_coaster.jpg,CC BY-SA 4.0
FRA003,重脆\FRA003\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_with_red_wine.jpg,Public domain
FRA003,重脆\FRA003\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:James_Ensor_-_Red_Cabbage_and_Green_Wine_Glass.jpg,Public domain
FRA003,重脆\FRA003\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lady_relaxing_next_to_glass_of_red_wine_and_glass_of_1664_beer.jpg,CC BY-SA 2.0
FRA004,重脆\FRA004\s0.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:02023_Roman_glass_teapot,_P%C3%B3%C5%82chleb_around_3rd_century_AD.jpg",CC0
FRA004,重脆\FRA004\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Teapot_with_glass_%27piala%27.jpg,CC BY-SA 4.0
FRA004,重脆\FRA004\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_cup_of_red_tea_pouring_from_a_tea_pot_(%E0%A6%9A%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0_%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87_%E0%A6%8F%E0%A6%95%E0%A6%9F%E0%A6%BF_%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87_%E0%A6%A2%E0%A6%BE%E0%A6%B2%E0%A6%BE_%E0%A6%B2%E0%A6%BE%E0%A6%B2_%E0%A6%9A%E0%A6%BE).jpg,CC BY-SA 4.0
FRA004,重脆\FRA004\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_cup_of_tea_and_a_tea_pot_(%E0%A6%8F%E0%A6%95_%E0%A6%95%E0%A6%BE%E0%A6%AA_%E0%A6%9A%E0%A6%BE_%E0%A6%93_%E0%A6%9A%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0).jpg,CC BY-SA 4.0
FRA004,重脆\FRA004\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_Tea_Set_Scene.jpg,CC0
FRA004,重脆\FRA004\s5.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Glass_tea_kettle,_Kashgar.jpg",CC BY-SA 3.0
FRA004,重脆\FRA004\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Heisey_glass_(341_Old_Williamsburg_footed_ice_tea_glass;_Amber)_(1939-1957).jpg,CC BY 2.0
FRA004,重脆\FRA004\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Heisey_glass_(341_Old_Williamsburg_ice_tea_glass;_Cobalt).jpg,CC BY 2.0
FRA004,重脆\FRA004\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Peppermint_Tea_in_a_pot_-_Abyssinia.jpg,CC0
FRA004,重脆\FRA004\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Small_pot_of_oolong_tea.jpg,CC BY-SA 3.0
FRA004,重脆\FRA004\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tea_is_pouring_from_the_tea_pot_to_a_cup_(%E0%A6%95%E0%A6%BE%E0%A6%AA%E0%A7%87_%E0%A6%9A%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0_%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87_%E0%A6%A2%E0%A6%BE%E0%A6%B2%E0%A6%BE_%E0%A6%9A%E0%A6%BE).jpg,CC BY-SA 4.0
FRA004,重脆\FRA004\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Utah_Teapot_-_Glass.png,CC BY-SA 4.0
FRA004,重脆\FRA004\s13.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:02023_Glass_vessel,_Kotor%C3%B3w,_end_of_the_3rd_-_1st_half_of_the_4th_century_AD.jpg",CC0
FRA004,重脆\FRA004\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02023_Roman_glass_bowl_decorated_with_ribs_found_in_Kosin.jpg,CC BY 2.5
FRA005,重脆\FRA005\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aqua_Glass_Bottle_from_the_Vogel-Buol_Soda_Water_Co._-_DPLA_-_eca00e2c537d2a90d21c9f6bac068953_(page_1).jpg,Public domain
FRA005,重脆\FRA005\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aqua_Glass_Bottle_from_the_Vogel-Buol_Soda_Water_Co._-_DPLA_-_eca00e2c537d2a90d21c9f6bac068953_(page_2).jpg,Public domain
FRA005,重脆\FRA005\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aqua_Glass_Soda_Bottle_from_E._Schweigler_and_Co._-_DPLA_-_c1217548bacf95235c9cabdc40a7a5cf_(page_1).jpg,Public domain
FRA005,重脆\FRA005\s6.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Bisby_Finley,_Glass_Soda_Bottle,_c._1940,_NGA_22676.jpg",CC0
FRA005,重脆\FRA005\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Clear_Glass_Bottle_from_the_Enno_Sander_Seltzer_and_Soda_Company_-_DPLA_-_8ecd2bf3e31342a5464381784fc520f6_(page_2).jpg,Public domain
FRA005,重脆\FRA005\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Clear_Glass_Soda_Bottle_from_the_Banner_Bottling_Co._-_DPLA_-_bd796594bcc6b64b3e3b8a5e5ef1ba31_(page_2).jpg,Public domain
FRA005,重脆\FRA005\s11.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Drinking,_tableau,_cigar,_bottle,_glass,_soda_water_bottle,_bicycle_Fortepan_22933.jpg",Public domain
FRA005,重脆\FRA005\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_Bottle_from_Cascade_Soda_Water_Company_-_DPLA_-_ceb51014393068da0e791c81c10969ae_(page_2).jpg,Public domain
FRA005,重脆\FRA005\s14.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Tableau,_soda_water_bottle,_drinking,_companionship,_garden_furniture,_yard,_wine-tasting_glass,_decanter,_glass,_hat_Fortepan_60321.jpg",CC BY-SA 3.0
FRA006,重脆\FRA006\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Antique_Glass_Honey_Jar_With_Rusted_Metal_Cap_(31009798197).jpg,CC BY 2.0
FRA006,重脆\FRA006\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_Honey_Jar_and_Dipper_-_DPLA_-_6ec6bab89039fff763bac852e34d43bd.jpg,Public domain
FRA006,重脆\FRA006\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_honey_stall_at_the_fair_of_Hanseatic_Days_of_Tartu_2013.JPG,CC BY-SA 3.0
FRA006,重脆\FRA006\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_stoll_of_Honey,_pee_nut_and_passion_Fruit.jpg",CC BY-SA 4.0
FRA006,重脆\FRA006\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Antiguan_honey_products_at_an_exhibition_in_Saint_Lucia.jpg,Public domain
FRA006,重脆\FRA006\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Forest_honey.jpg,CC BY-SA 3.0
FRA006,重脆\FRA006\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Guanshengyuan_Honey.jpg,CC BY-SA 3.0
FRA006,重脆\FRA006\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Honey_at_Asheville_Farmers_Market.jpg,CC BY 2.0
FRA006,重脆\FRA006\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Honey_Bear_-_Backlit_(20302280285).jpg,CC BY-SA 2.0
FRA006,重脆\FRA006\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Honey_Bear.JPG,CC BY-SA 3.0
FRA006,重脆\FRA006\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Honey_Bottle.jpg,CC BY-SA 3.0
FRA006,重脆\FRA006\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Jars_of_Honey_on_Display_at_the_Fair_(42128624510).jpg,CC BY 2.0
FRA006,重脆\FRA006\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:National_Honey_Show_2019_(49277481213).jpg,CC BY 2.0
FRA006,重脆\FRA006\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dipper_stick_and_honey_in_a_jar.jpg,CC BY 2.0
FRA006,重脆\FRA006\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fragement_from_a_jar_with_a_label_identifying_contents_as_honey_MET_DP112593.jpg,CC0
FRA008,重脆\FRA008\s0.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Copped_Hall_interior_empty_picture_frame,_Epping,_Essex,_England_01.jpg",CC BY 4.0
FRA008,重脆\FRA008\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_photo_frame_of_bernese_mountain_dog_(11018600043).jpg,CC BY-SA 2.0
FRA008,重脆\FRA008\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aesthetic_Picture_Frame_(154902183).jpg,CC BY-SA 2.0
FRA008,重脆\FRA008\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Box_Picture_Frame_Cross_Section.jpg,CC BY-SA 4.0
FRA008,重脆\FRA008\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_mock-up_Picture_frame.png,CC0
FRA008,重脆\FRA008\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:BrahmaBaba_photo.jpg,CC BY-SA 4.0
FRA008,重脆\FRA008\s6.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cadre_photo,_taombaovao_malagasy_2024.jpg",CC0
FRA008,重脆\FRA008\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Clyde_L._Cheney,_Frame_of_Hair_Flowers,_c._1938,_NGA_22425.jpg",CC0
FRA008,重脆\FRA008\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Coffee_table_books_and_picture_frames_on_wall_shelves_with_potted_hydrangea_(18691253511).jpg,CC BY 2.0
FRA008,重脆\FRA008\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_picture_frame_of_a_man.jpg,CC0
FRA008,重脆\FRA008\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Church_Street-_Picture_Frame_Maker_-_geograph.org.uk_-_2682868.jpg,CC BY-SA 2.0
FRA008,重脆\FRA008\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Detail_of_a_picture_frame_in_monochrome.jpg,CC0
FRA008,重脆\FRA008\s12.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Girl_in_a_Picture_Frame,_Rembrandt_(50608276853).jpg",CC BY 2.0
FRA008,重脆\FRA008\s13.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Girl_in_a_Picture_Frame,_Rembrandt_(50608287023).jpg",CC BY 2.0
FRA008,重脆\FRA008\s14.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Girl_in_a_Picture_Frame,_Rembrandt_(50609022091).jpg",CC BY 2.0
FRA010,重脆\FRA010\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_a_mug.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_with_a_monogram_and_date.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:City_of_London_Cemetery_caf%C3%A9_flat_white_coffee.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:City_of_London_Cemetery_caf%C3%A9_tea_bag_mug_of_tea.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mug_of_Tea_Starmugs_Cafe_on_Lordship_Lane_Tottenham_London_England_03.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1984_Mug-DoubleCasting_Masahiro-Mori.jpg,CC BY 3.0
FRA010,重脆\FRA010\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2009-07-23Stormy_times_coffee_break-02.jpg,CC BY-SA 3.0
FRA010,重脆\FRA010\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:BLW_Mug_(1).jpg,CC BY-SA 2.0 uk
FRA010,重脆\FRA010\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bucharest_mug_(Unsplash).jpg,CC0
FRA010,重脆\FRA010\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Concurrent_Computer_Corporation_mug.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cup_of_coffee_on_black_background.jpg,CC BY 3.0
FRA010,重脆\FRA010\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_Antiksy_ceramic_mug.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_and_saucer_with_Uzbek_national_patterns01.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_antisky_ceramic.jpg,CC BY-SA 4.0
FRA010,重脆\FRA010\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_printed_with_Wikipedia_25th_anniversary_branding.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crown_Trent_Staffordshire_Porcelain_Tea_Cup_Saucer_Bone_China_England_Floral_Pattern.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:F_Tichauer_mark_on_a_porcelain_tea_cup.jpg,Public domain
FRA011,重脆\FRA011\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:French_tea_cup,_c._1735,_Chantilly,_soft-paste_porcelain,_Honolulu.JPG",CC0
FRA011,重脆\FRA011\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Porcelain_tea_pot_and_cup.jpg,CC BY 4.0
FRA011,重脆\FRA011\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Tea_cup_with_Aesop%27s_Fable_of_the_Lion_%26_the_Mouse_%26_the_Fox_%26_the_Grapes,_c._1752-1755,_Chelsea,_glassy_soft-paste_porcelain,_overglaze_enamels_-_Gardiner_Museum,_Toronto_-_DSC00848.JPG",CC0
FRA011,重脆\FRA011\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_Teapot_and_A_Cup_of_Puer_Tea_and_Salted_Chicken_Rice_at_TKL_Chinese_restaurant.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HK_restaurant_Cafe_de_Coral_drink_%E4%B8%AD%E5%9C%8B%E8%8C%B6_Chinese_tea_%E8%8C%B6%E5%8C%85_bag_%E7%B4%99%E6%9D%AF_paper_cup_October_2025_N13P_01.jpg,CC0
FRA011,重脆\FRA011\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HK_restaurant_Cafe_de_Coral_drink_%E4%B8%AD%E5%9C%8B%E8%8C%B6_Chinese_tea_%E8%8C%B6%E5%8C%85_bag_%E7%B4%99%E6%9D%AF_paper_cup_October_2025_N13P_02.jpg,CC0
FRA011,重脆\FRA011\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HK_restaurant_Cafe_de_Coral_drink_%E4%B8%AD%E5%9C%8B%E8%8C%B6_Chinese_tea_%E8%8C%B6%E5%8C%85_bag_%E7%B4%99%E6%9D%AF_paper_cup_October_2025_N13P_03.jpg,CC0
FRA011,重脆\FRA011\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025.03.27_Vintage_English_Porcelain_QUEEN%27s_ROSINA_Bone_China_Cup_and_Saucer_Strawberry.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025.03.27_Vintage_English_Porcelain_QUEEN%27s_ROSINA_Bone_China_Cup_and_Saucer_Strawberry_01.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025.03.27_Vintage_English_Porcelain_QUEEN%27s_ROSINA_Bone_China_Cup_and_Saucer_Strawberry_02.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025.03.27_Vintage_English_Porcelain_QUEEN%27s_ROSINA_Bone_China_Cup_and_Saucer_Strawberry_03.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2025.03.27_Vintage_English_Porcelain_QUEEN%27s_ROSINA_Bone_China_Cup_and_Saucer_Strawberry_04.jpg,CC BY-SA 4.0
FRA011,重脆\FRA011\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_super-cup_of_tea.jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:20221204-porcelain_figurine_of_Benedictine_with_a_drum_Katowice_Panewniki.jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:An_incomplete_ceramic_figurine_of_unknown_date_(FindID_742187).jpg,CC BY 2.0
FRA014,重脆\FRA014\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Albert_Caasmann_Rosenthal_figurine_of_Satyr.jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bunnykin_figurine_Clean_Sweep.JPG,CC BY-SA 4.0
FRA014,重脆\FRA014\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ceramic_Figurines,_Ramkhamhaeng_Museum,_Sukhothai_(47595498362).jpg",Public domain
FRA014,重脆\FRA014\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_statue_of_a_Spanish_fraternity_member_in_yellow_and_Wellcome_L0058324.jpg,CC BY 4.0
FRA014,重脆\FRA014\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Figurine_en_c%C3%A9ramique-14e-16e_s.-Mus%C3%A9e_historique_de_Strasbourg_(1).jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Figurine_en_c%C3%A9ramique-14e-16e_s.-Mus%C3%A9e_historique_de_Strasbourg_(2).jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Figurine_en_c%C3%A9ramique-14e-16e_s.-Mus%C3%A9e_historique_de_Strasbourg_(3).jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Figurine_en_c%C3%A9ramique-14e-16e_s.-Mus%C3%A9e_historique_de_Strasbourg_(4).jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Figurine_en_c%C3%A9ramique-14e-16e_s.-Mus%C3%A9e_historique_de_Strasbourg_(5).jpg,CC BY-SA 4.0
FRA014,重脆\FRA014\s11.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ceramic_figurine_1,_Museo_de_Am%C3%A9rica,_Madrid.jpg",CC BY-SA 3.0
FRA014,重脆\FRA014\s12.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Ceramic_figurine_2,_Museo_de_Am%C3%A9rica,_Madrid.jpg",CC BY-SA 3.0
FRA014,重脆\FRA014\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Classic_Maya_Ceramic_Figurine_(9757125501).jpg,CC0
FRA014,重脆\FRA014\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Classic_Maya_Ceramic_Figurine_(9757152246).jpg,CC0
FRA015,重脆\FRA015\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2021-11-16_kiki-piggy-bank_by-David-Revoy.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:20250828_ceramic_piggy_banks.jpg,CC0
FRA015,重脆\FRA015\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_Model_1925_Kenworth_Collectible_piggy_bank_sitting_on_table.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_plastic_container_used_as_a_piggy_bank.jpg,CC BY-SA 3.0
FRA015,重脆\FRA015\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:COINK_Piggy_Bank,_Designed_by_Scott_Henderson,_2004.jpg",CC0
FRA015,重脆\FRA015\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Emptied_Piggy_Bank.jpg,CC BY 2.0
FRA015,重脆\FRA015\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ice_Piggy_Bank_(5440372955).jpg,CC BY-SA 2.0
FRA015,重脆\FRA015\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Juliana_1_cent_piggy_bank,_Winschoten_(2019)_01.jpg",CC BY-SA 4.0
FRA015,重脆\FRA015\s8.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Juliana_1_cent_piggy_bank,_Winschoten_(2019)_02.jpg",CC BY-SA 4.0
FRA015,重脆\FRA015\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Minnesota_piggy_bank.jpg,CC BY 2.0
FRA015,重脆\FRA015\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Model_1925_Kenworth_Collectible_Piggy_Bank.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Model_1925_Kenworth_Collectible_Piggy_Bank_front_view_2.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Model_1925_Kenworth_Piggy_Bank.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Model_1925_Kenworth_Truck_Piggy_Bank.jpg,CC BY-SA 4.0
FRA015,重脆\FRA015\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Native_Clay_piggy_bank.jpg,CC BY-SA 4.0
FRA031,重脆\FRA031\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:20221116_glass_coffee_cup_empty_Panewniki.jpg,CC BY-SA 4.0
FRA031,重脆\FRA031\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Close-up_of_a_woman_holding_a_glass_cup_of_coffee_on_a_work_break.jpg,CC BY 2.0
FRA031,重脆\FRA031\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Close-up_of_a_woman_holding_a_glass_cup_of_coffee_while_reading_a_book.jpg,CC BY 2.0
FRA031,重脆\FRA031\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Coffee-cup-water-glass_(23696519554).jpg,CC0
FRA031,重脆\FRA031\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Coffee_brewing_process_at_home_in_a_relaxed_kitchen_setting_with_modern_equipment_and_a_glass_cup.jpg,CC BY 2.0
FRA031,重脆\FRA031\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cup_of_coffee_with_heart_design_and_glass_of_water_on_wooden_table_in_a_cafe_setting.jpg,CC BY 2.0
FRA031,重脆\FRA031\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fresh_coffee_served_in_a_glass_cup_on_a_wooden_table.jpg,CC BY 2.0
FRA031,重脆\FRA031\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Let%27s_Have_Another_Cup_of_Coffee,_Let%27s_Have_Another_Glass_of_Wine_-_panoramio.jpg",CC BY-SA 3.0
FRA031,重脆\FRA031\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Man_sits_at_a_bar_with_a_small_cup_of_coffee_and_a_glass_of_liquor.jpg,CC BY 2.0
FRA031,重脆\FRA031\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Woman_holding_a_glass_cup_with_coffee_in_a_cafe.jpg,CC BY 2.0
FRA031,重脆\FRA031\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Double-Walled_Beaker_LACMA_M.82.124.23.jpg,Public domain
FRA031,重脆\FRA031\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_cup_of_coffee_2.jpg,CC0
FRA031,重脆\FRA031\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_cup_of_coffee_milk.jpg,CC BY-SA 4.0
FRA031,重脆\FRA031\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_young_man_holding_a_glass_of_iced_coffee_at_home_at_sundown._Happy_hour_non-alcoholic_beverage.jpg,CC BY 2.0
FRA031,重脆\FRA031\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Close-up_of_a_cup_of_coffee_in_a_woman_s_hands._Electric_guitar_in_a_blurry_background.jpg,CC BY 2.0
